# Particle centroids in pixel units
# Particle radii - half of the average of the major and minor diameters of an ellipse fit to the particle area
# total particles: 3676
# mean radius: 3.2 Std.Dev. 0.14 (nm), 9.3 Std.Dev. 0.39 (pixels)
# X (pixel)	Y (pixel)	radius (nm)
1.1213e+03	4.7347e+02	3.1228e+00
2.1645e+02	4.7493e+02	3.0675e+00
4.6884e+02	4.7469e+02	3.1937e+00
7.4525e+02	4.7354e+02	3.1754e+00
1.0952e+03	4.7383e+02	3.2359e+00
1.9059e+02	4.7679e+02	3.2293e+00
4.9305e+02	4.7548e+02	3.3764e+00
7.1867e+02	4.7476e+02	3.6931e+00
9.2011e+02	4.7554e+02	3.2508e+00
4.3451e+01	4.7587e+02	3.4537e+00
6.6598e+02	4.7700e+02	3.3430e+00
6.9288e+02	4.7663e+02	3.1596e+00
1.0669e+03	4.7602e+02	3.1514e+00
1.2414e+03	4.7640e+02	3.3074e+00
4.4206e+02	4.7690e+02	3.2252e+00
8.9244e+02	4.7841e+02	3.1998e+00
1.0425e+03	4.7801e+02	3.1919e+00
1.3666e+02	4.7883e+02	3.3049e+00
1.6347e+02	4.7834e+02	3.2049e+00
4.1615e+02	4.7852e+02	3.2876e+00
3.8983e+02	4.7936e+02	3.4410e+00
6.1360e+02	4.7994e+02	2.8489e+00
6.4003e+02	4.7931e+02	3.3357e+00
1.1887e+03	4.8003e+02	3.2424e+00
1.2146e+03	4.7957e+02	3.3468e+00
1.0984e+02	4.8106e+02	3.1760e+00
8.4066e+02	4.8100e+02	3.2619e+00
8.6629e+02	4.7996e+02	3.1479e+00
1.3382e+03	4.8045e+02	3.0799e+00
3.3650e+02	4.8219e+02	3.1630e+00
5.8650e+02	4.8202e+02	3.3284e+00
1.0142e+03	4.8052e+02	3.5784e+00
3.1046e+02	4.8312e+02	3.1598e+00
3.6280e+02	4.8158e+02	3.3000e+00
8.1349e+02	4.8254e+02	3.2354e+00
5.6068e+02	4.8423e+02	3.1622e+00
7.8719e+02	4.8358e+02	3.2069e+00
9.8790e+02	4.8365e+02	3.2084e+00
1.1628e+03	4.8331e+02	3.3077e+00
1.3097e+03	4.8362e+02	3.1216e+00
2.8385e+02	4.8428e+02	3.4075e+00
1.1352e+03	4.8530e+02	3.2258e+00
5.7711e+01	4.8571e+02	3.1122e+00
8.3404e+01	4.8465e+02	3.0807e+00
2.5739e+02	4.8588e+02	3.2656e+00
4.8058e+02	4.8837e+02	3.0243e+00
5.3269e+02	4.8512e+02	3.1304e+00
5.0787e+02	4.8662e+02	3.0186e+00
7.5963e+02	4.8613e+02	3.1722e+00
9.6057e+02	4.8598e+02	3.1608e+00
2.9985e+01	4.8844e+02	3.1869e+00
7.0562e+02	4.8851e+02	3.0469e+00
7.3298e+02	4.8793e+02	3.4613e+00
9.3399e+02	4.8793e+02	3.1073e+00
1.1102e+03	4.8778e+02	2.8542e+00
1.2841e+03	4.8620e+02	3.0839e+00
2.0489e+02	4.8863e+02	3.3005e+00
2.3096e+02	4.8766e+02	3.4145e+00
4.5585e+02	4.8954e+02	3.2962e+00
1.0831e+03	4.8816e+02	3.3833e+00
1.2561e+03	4.8853e+02	3.4835e+00
9.0783e+02	4.8972e+02	3.3921e+00
1.0558e+03	4.8989e+02	3.2272e+00
1.5161e+02	4.9266e+02	3.3160e+00
1.7829e+02	4.9118e+02	3.1930e+00
4.2962e+02	4.9127e+02	3.1260e+00
6.8038e+02	4.9024e+02	3.3433e+00
1.2287e+03	4.9138e+02	3.1135e+00
4.0326e+02	4.9238e+02	3.0099e+00
6.5402e+02	4.9206e+02	2.5955e+00
8.8000e+02	4.9245e+02	3.2082e+00
1.0285e+03	4.9273e+02	3.3332e+00
6.2755e+02	4.9341e+02	3.3182e+00
8.5398e+02	4.9400e+02	3.0936e+00
1.2026e+03	4.9384e+02	3.1798e+00
1.3578e+03	4.9277e+02	5.0228e+00
3.7698e+02	4.9428e+02	3.3667e+00
1.2424e+02	4.9453e+02	3.4079e+00
3.4963e+02	4.9580e+02	3.1971e+00
6.0164e+02	4.9548e+02	3.3657e+00
8.2751e+02	4.9516e+02	3.1738e+00
1.3245e+03	4.9545e+02	3.5190e+00
2.9847e+02	4.9689e+02	3.2145e+00
3.2369e+02	4.9599e+02	3.2560e+00
8.0166e+02	4.9680e+02	3.3907e+00
7.1942e+01	4.9893e+02	3.3992e+00
9.7729e+01	4.9712e+02	3.2703e+00
2.7147e+02	4.9938e+02	3.3981e+00
9.7576e+02	4.9767e+02	3.3916e+00
1.0007e+03	4.9700e+02	3.1986e+00
1.1496e+03	4.9758e+02	3.1766e+00
1.1764e+03	4.9660e+02	3.1554e+00
5.7450e+02	4.9819e+02	3.1827e+00
7.7537e+02	4.9852e+02	3.2429e+00
5.2158e+02	4.9947e+02	3.1387e+00
5.4845e+02	4.9773e+02	2.5998e+00
7.4748e+02	4.9984e+02	3.0161e+00
1.2977e+03	4.9866e+02	3.4412e+00
2.4543e+02	5.0049e+02	3.1475e+00
9.4942e+02	5.0050e+02	3.1963e+00
1.0985e+03	5.0081e+02	3.3463e+00
1.1238e+03	5.0033e+02	2.9928e+00
1.2705e+03	5.0154e+02	3.4502e+00
1.4778e+01	5.0303e+02	4.3863e+00
4.3372e+01	5.0117e+02	3.2680e+00
2.1872e+02	5.0207e+02	3.1890e+00
4.7050e+02	5.0108e+02	3.0549e+00
4.9527e+02	5.0068e+02	3.3454e+00
7.1938e+02	5.0156e+02	3.3522e+00
1.9173e+02	5.0333e+02	3.2656e+00
6.9508e+02	5.0200e+02	2.9240e+00
9.2240e+02	5.0235e+02	3.1936e+00
1.2439e+03	5.0299e+02	3.0319e+00
4.4363e+02	5.0373e+02	3.4080e+00
1.0698e+03	5.0365e+02	3.4835e+00
4.1682e+02	5.0491e+02	3.1818e+00
6.4263e+02	5.0537e+02	3.3156e+00
6.6740e+02	5.0467e+02	3.4424e+00
8.9486e+02	5.0473e+02	3.1652e+00
1.0435e+03	5.0439e+02	3.2972e+00
8.6860e+02	5.0595e+02	3.2303e+00
1.2169e+03	5.0551e+02	3.2266e+00
1.6506e+02	5.0598e+02	3.1219e+00
1.3927e+02	5.0736e+02	3.4048e+00
1.0166e+03	5.0800e+02	3.3534e+00
1.1907e+03	5.0776e+02	3.1882e+00
1.3393e+03	5.0773e+02	3.1263e+00
1.1266e+02	5.0941e+02	3.2024e+00
3.6358e+02	5.0948e+02	3.5272e+00
6.1486e+02	5.0877e+02	3.2734e+00
8.4207e+02	5.0806e+02	3.3231e+00
3.9067e+02	5.0827e+02	3.3998e+00
1.1644e+03	5.0975e+02	3.3308e+00
5.8718e+02	5.1059e+02	3.0111e+00
7.8870e+02	5.1041e+02	3.3077e+00
8.1480e+02	5.1071e+02	3.2145e+00
8.5614e+01	5.1181e+02	3.1909e+00
3.1201e+02	5.1176e+02	3.2704e+00
3.3809e+02	5.1085e+02	3.2279e+00
9.8986e+02	5.1187e+02	2.9796e+00
1.3134e+03	5.1167e+02	3.3100e+00
5.9256e+01	5.1286e+02	3.3596e+00
2.8546e+02	5.1184e+02	3.2702e+00
4.8232e+02	5.1571e+02	3.4688e+00
5.3657e+02	5.1104e+02	3.5732e+00
5.6319e+02	5.1171e+02	2.9232e+00
7.6210e+02	5.1239e+02	3.3515e+00
9.6338e+02	5.1266e+02	3.1839e+00
1.1376e+03	5.1279e+02	3.2698e+00
2.5949e+02	5.1409e+02	3.1742e+00
7.3402e+02	5.1349e+02	3.3811e+00
1.1115e+03	5.1460e+02	3.3228e+00
1.2853e+03	5.1331e+02	2.7869e+00
5.0909e+02	5.1457e+02	3.0988e+00
3.1522e+01	5.1571e+02	3.2601e+00
2.3329e+02	5.1591e+02	3.4234e+00
9.3633e+02	5.1499e+02	3.1467e+00
1.0852e+03	5.1619e+02	3.2220e+00
9.0890e+02	5.1663e+02	3.2606e+00
1.7958e+02	5.1766e+02	3.3774e+00
6.8335e+02	5.1698e+02	3.1308e+00
7.0735e+02	5.1609e+02	3.0968e+00
2.0688e+02	5.1803e+02	3.2754e+00
4.3156e+02	5.1847e+02	2.9994e+00
6.5517e+02	5.1899e+02	3.4052e+00
8.8272e+02	5.1856e+02	3.1155e+00
1.2322e+03	5.1842e+02	3.2024e+00
1.2595e+03	5.1817e+02	3.4392e+00
1.5344e+02	5.1992e+02	3.2136e+00
4.5686e+02	5.1726e+02	3.4381e+00
8.5629e+02	5.2036e+02	3.2428e+00
1.0312e+03	5.2118e+02	3.3221e+00
1.0585e+03	5.1921e+02	3.1614e+00
1.2061e+03	5.2092e+02	3.1244e+00
1.3586e+03	5.2054e+02	4.8079e+00
1.2715e+02	5.2169e+02	3.1480e+00
4.0325e+02	5.2165e+02	3.6651e+00
6.0182e+02	5.2198e+02	3.2521e+00
6.2922e+02	5.2172e+02	3.2602e+00
3.7718e+02	5.2218e+02	3.2183e+00
8.2912e+02	5.2258e+02	3.3466e+00
1.0129e+02	5.2403e+02	3.4332e+00
3.2557e+02	5.2350e+02	3.0092e+00
3.4970e+02	5.2352e+02	3.1161e+00
8.0236e+02	5.2439e+02	3.2114e+00
1.0049e+03	5.2323e+02	3.2873e+00
1.1785e+03	5.2288e+02	3.2101e+00
5.2314e+02	5.2592e+02	3.3415e+00
5.5080e+02	5.2437e+02	3.3202e+00
5.7587e+02	5.2428e+02	3.3041e+00
1.3274e+03	5.2393e+02	3.2141e+00
2.9953e+02	5.2514e+02	3.1302e+00
9.7654e+02	5.2514e+02	3.1488e+00
1.1517e+03	5.2543e+02	3.4486e+00
1.3007e+03	5.2604e+02	3.2724e+00
7.4450e+01	5.2613e+02	3.1938e+00
2.4768e+02	5.2785e+02	3.2657e+00
2.7391e+02	5.2625e+02	3.2164e+00
7.7663e+02	5.2551e+02	3.2407e+00
9.5040e+02	5.2662e+02	3.2871e+00
7.4830e+02	5.2762e+02	3.4409e+00
4.9719e+02	5.2842e+02	3.3119e+00
7.2200e+02	5.2813e+02	3.2091e+00
1.1253e+03	5.2823e+02	3.1408e+00
1.2731e+03	5.2886e+02	3.4015e+00
4.5868e+01	5.2892e+02	3.3055e+00
2.1974e+02	5.3070e+02	3.2523e+00
9.2291e+02	5.2892e+02	3.1279e+00
1.0984e+03	5.2943e+02	3.1997e+00
1.5213e+01	5.2970e+02	4.3519e+00
4.7006e+02	5.3104e+02	3.0993e+00
6.9611e+02	5.2984e+02	3.0676e+00
1.9466e+02	5.3147e+02	3.2990e+00
8.9637e+02	5.3142e+02	3.1966e+00
1.0724e+03	5.3157e+02	3.4894e+00
1.2466e+03	5.3116e+02	3.3471e+00
4.4556e+02	5.3241e+02	3.3459e+00
8.7075e+02	5.3335e+02	3.3168e+00
1.4133e+02	5.3439e+02	3.1696e+00
1.6711e+02	5.3429e+02	3.2787e+00
4.1788e+02	5.3430e+02	3.6583e+00
6.4330e+02	5.3358e+02	3.2427e+00
6.6882e+02	5.3286e+02	3.0198e+00
1.0455e+03	5.3272e+02	3.1577e+00
3.9020e+02	5.3442e+02	2.8416e+00
1.1930e+03	5.3536e+02	3.2782e+00
1.2193e+03	5.3380e+02	3.3468e+00
1.1473e+02	5.3619e+02	3.1997e+00
3.6503e+02	5.3595e+02	3.1599e+00
6.1691e+02	5.3506e+02	3.1546e+00
8.4319e+02	5.3483e+02	3.1639e+00
1.0194e+03	5.3552e+02	3.0727e+00
1.3412e+03	5.3599e+02	3.1324e+00
3.3960e+02	5.3773e+02	2.9179e+00
5.9016e+02	5.3664e+02	2.9956e+00
8.1649e+02	5.3735e+02	3.2745e+00
7.9133e+02	5.3718e+02	3.1250e+00
8.8726e+01	5.3848e+02	2.8820e+00
3.1427e+02	5.3761e+02	3.0616e+00
5.3739e+02	5.3891e+02	3.1270e+00
9.6420e+02	5.3922e+02	3.4129e+00
9.9113e+02	5.3777e+02	3.4349e+00
1.1655e+03	5.3800e+02	3.2501e+00
1.3145e+03	5.3875e+02	3.3136e+00
6.0590e+01	5.4061e+02	3.2769e+00
2.8759e+02	5.4005e+02	3.1876e+00
5.6413e+02	5.3868e+02	3.2159e+00
2.6216e+02	5.4089e+02	3.2213e+00
5.1168e+02	5.4019e+02	2.9423e+00
7.0889e+02	5.4160e+02	3.2112e+00
7.6356e+02	5.3965e+02	3.3128e+00
9.3714e+02	5.4082e+02	3.3460e+00
1.1402e+03	5.3994e+02	3.2333e+00
7.3619e+02	5.4122e+02	3.0800e+00
1.2876e+03	5.4126e+02	3.3593e+00
3.3094e+01	5.4311e+02	3.3143e+00
2.3571e+02	5.4320e+02	3.2839e+00
9.1020e+02	5.4312e+02	3.2076e+00
1.1129e+03	5.4371e+02	3.5621e+00
1.2588e+03	5.4439e+02	3.1409e+00
2.0829e+02	5.4441e+02	3.1633e+00
4.5833e+02	5.4494e+02	3.3043e+00
6.8307e+02	5.4476e+02	3.2900e+00
1.0859e+03	5.4378e+02	3.0620e+00
1.3610e+01	5.4454e+02	2.3422e+00
4.8442e+02	5.4467e+02	3.3473e+00
1.2349e+03	5.4602e+02	3.3744e+00
1.5567e+02	5.4843e+02	3.4122e+00
1.8188e+02	5.4627e+02	3.2599e+00
8.8489e+02	5.4565e+02	2.9727e+00
4.3219e+02	5.4695e+02	3.1588e+00
6.5737e+02	5.4713e+02	3.1781e+00
8.5802e+02	5.4717e+02	3.1430e+00
1.0328e+03	5.4770e+02	3.4017e+00
1.0602e+03	5.4733e+02	3.0731e+00
3.7958e+02	5.4832e+02	3.1094e+00
6.0387e+02	5.4863e+02	3.1024e+00
6.3138e+02	5.4783e+02	3.1326e+00
1.2090e+03	5.4880e+02	3.3166e+00
1.3594e+03	5.4760e+02	4.5087e+00
3.2836e+02	5.4978e+02	2.9800e+00
8.3141e+02	5.4945e+02	3.3018e+00
1.0064e+03	5.4914e+02	3.2239e+00
1.3027e+02	5.5009e+02	3.3288e+00
3.5260e+02	5.5075e+02	3.2467e+00
5.7842e+02	5.5035e+02	3.3228e+00
1.1804e+03	5.5069e+02	3.4141e+00
1.3302e+03	5.5033e+02	3.5441e+00
1.0264e+02	5.5165e+02	3.4441e+00
4.0642e+02	5.5050e+02	3.1873e+00
8.0368e+02	5.5139e+02	3.2599e+00
9.8024e+02	5.5189e+02	3.2617e+00
1.1542e+03	5.5297e+02	3.2887e+00
7.6710e+01	5.5279e+02	3.4300e+00
2.7522e+02	5.5283e+02	3.1530e+00
3.0169e+02	5.5302e+02	3.4304e+00
5.5190e+02	5.5290e+02	3.2667e+00
9.5134e+02	5.5348e+02	3.1994e+00
7.7611e+02	5.5286e+02	2.8695e+00
5.2623e+02	5.5406e+02	3.2191e+00
7.5131e+02	5.5421e+02	3.3683e+00
1.3019e+03	5.5418e+02	3.0575e+00
4.8000e+01	5.5465e+02	3.1453e+00
4.9935e+02	5.5466e+02	3.3649e+00
9.2566e+02	5.5549e+02	3.0035e+00
1.1262e+03	5.5577e+02	3.3512e+00
2.4948e+02	5.5572e+02	3.2521e+00
7.2379e+02	5.5554e+02	3.4664e+00
8.9850e+02	5.5699e+02	3.1414e+00
1.6775e+01	5.5881e+02	4.4324e+00
4.7343e+02	5.5821e+02	3.0148e+00
6.7156e+02	5.5913e+02	3.0421e+00
6.9775e+02	5.5686e+02	3.1756e+00
1.1006e+03	5.5772e+02	2.9156e+00
2.2279e+02	5.5809e+02	3.2399e+00
1.0739e+03	5.5897e+02	3.2409e+00
1.2489e+03	5.5891e+02	3.1144e+00
1.2759e+03	5.5697e+02	3.3697e+00
8.7339e+02	5.5917e+02	2.9543e+00
1.9591e+02	5.5964e+02	3.2434e+00
4.1938e+02	5.6029e+02	3.0927e+00
6.4382e+02	5.6040e+02	3.2465e+00
1.0473e+03	5.6097e+02	3.3007e+00
1.6937e+02	5.6097e+02	3.1874e+00
3.9396e+02	5.6224e+02	3.2699e+00
4.4569e+02	5.6113e+02	3.5963e+00
6.1862e+02	5.6174e+02	3.2138e+00
8.4618e+02	5.6134e+02	3.1714e+00
1.2215e+03	5.6167e+02	3.1034e+00
1.4305e+02	5.6271e+02	3.1686e+00
3.6710e+02	5.6254e+02	3.4864e+00
9.9350e+02	5.6398e+02	3.2101e+00
1.0208e+03	5.6222e+02	3.1801e+00
1.3451e+03	5.6296e+02	3.2665e+00
5.9312e+02	5.6283e+02	3.0018e+00
8.1985e+02	5.6302e+02	3.1990e+00
1.1687e+02	5.6471e+02	3.4690e+00
3.4049e+02	5.6480e+02	3.0644e+00
1.1948e+03	5.6388e+02	3.2973e+00
9.0227e+01	5.6580e+02	3.0319e+00
5.6563e+02	5.6525e+02	3.2530e+00
7.9095e+02	5.6501e+02	3.3027e+00
5.4009e+02	5.6676e+02	3.2545e+00
7.6529e+02	5.6669e+02	3.3622e+00
1.1672e+03	5.6597e+02	3.2495e+00
1.3158e+03	5.6598e+02	3.3891e+00
6.3923e+01	5.6808e+02	3.1240e+00
2.6235e+02	5.6893e+02	3.4233e+00
3.1634e+02	5.6610e+02	3.4576e+00
9.3944e+02	5.6753e+02	3.0596e+00
9.6663e+02	5.6680e+02	3.2551e+00
4.8666e+02	5.6991e+02	3.2107e+00
5.1329e+02	5.6835e+02	3.4155e+00
7.1132e+02	5.6954e+02	3.2135e+00
7.3837e+02	5.6814e+02	3.1968e+00
9.1295e+02	5.6901e+02	3.4338e+00
1.1415e+03	5.6781e+02	3.1282e+00
1.2906e+03	5.6870e+02	3.3705e+00
2.8935e+02	5.7005e+02	3.5043e+00
1.1143e+03	5.7039e+02	3.1866e+00
3.6846e+01	5.7006e+02	3.3512e+00
2.3715e+02	5.7014e+02	3.2062e+00
6.8620e+02	5.7148e+02	3.4342e+00
8.8641e+02	5.7170e+02	3.5109e+00
1.2633e+03	5.7120e+02	3.3691e+00
2.1046e+02	5.7283e+02	3.1950e+00
4.3336e+02	5.7374e+02	2.7605e+00
4.5980e+02	5.7227e+02	3.1753e+00
1.0885e+03	5.7160e+02	3.3457e+00
1.8503e+02	5.7367e+02	3.0597e+00
1.0625e+03	5.7353e+02	2.9428e+00
1.2365e+03	5.7348e+02	3.3557e+00
1.3611e+03	5.7437e+02	4.2838e+00
4.0791e+02	5.7608e+02	3.3087e+00
6.3239e+02	5.7481e+02	3.2202e+00
6.5948e+02	5.7367e+02	3.2017e+00
8.3395e+02	5.7516e+02	3.1910e+00
8.6079e+02	5.7454e+02	3.2590e+00
1.5764e+02	5.7549e+02	3.3178e+00
3.8092e+02	5.7509e+02	3.1213e+00
6.0615e+02	5.7624e+02	2.9845e+00
1.0357e+03	5.7535e+02	3.1099e+00
1.2112e+01	5.7804e+02	2.9844e+00
1.2105e+03	5.7637e+02	3.4428e+00
8.0681e+02	5.7716e+02	3.2540e+00
9.8050e+02	5.7874e+02	3.3498e+00
1.0079e+03	5.7698e+02	3.3935e+00
1.3154e+02	5.7796e+02	3.0892e+00
3.5532e+02	5.7935e+02	3.3305e+00
5.5396e+02	5.7929e+02	3.1092e+00
5.8199e+02	5.7830e+02	3.4027e+00
7.7951e+02	5.7854e+02	3.0044e+00
1.1824e+03	5.7883e+02	3.2471e+00
1.3316e+03	5.7835e+02	3.3585e+00
1.0460e+02	5.7919e+02	3.4667e+00
3.2933e+02	5.7875e+02	2.9070e+00
7.8102e+01	5.8112e+02	3.4135e+00
3.0395e+02	5.8068e+02	3.1745e+00
7.5159e+02	5.8033e+02	3.0692e+00
1.1555e+03	5.8068e+02	3.3057e+00
1.3047e+03	5.8033e+02	3.0448e+00
5.1378e+01	5.8244e+02	3.2613e+00
5.2755e+02	5.8129e+02	3.1921e+00
9.5326e+02	5.8120e+02	3.2499e+00
1.1288e+03	5.8176e+02	3.2581e+00
2.5056e+02	5.8392e+02	3.2014e+00
2.7645e+02	5.8283e+02	2.7484e+00
7.2603e+02	5.8203e+02	3.0793e+00
5.0225e+02	5.8309e+02	3.0820e+00
9.0107e+02	5.8455e+02	3.2295e+00
9.2781e+02	5.8304e+02	3.1120e+00
2.4318e+01	5.8527e+02	3.2819e+00
2.2433e+02	5.8569e+02	3.4655e+00
6.9937e+02	5.8467e+02	3.1818e+00
1.0764e+03	5.8518e+02	3.2191e+00
1.1019e+03	5.8418e+02	3.4769e+00
1.2782e+03	5.8401e+02	3.0749e+00
4.7610e+02	5.8506e+02	3.0548e+00
6.7313e+02	5.8593e+02	3.0780e+00
1.9764e+02	5.8731e+02	3.1681e+00
8.4816e+02	5.8814e+02	3.2768e+00
1.0490e+03	5.8769e+02	3.1622e+00
6.2010e+02	5.8893e+02	3.2059e+00
6.4706e+02	5.8811e+02	3.3919e+00
8.7411e+02	5.8753e+02	3.2287e+00
1.2518e+03	5.8757e+02	3.3707e+00
1.4494e+02	5.8932e+02	3.3690e+00
1.7265e+02	5.8891e+02	3.4912e+00
3.6877e+02	5.9052e+02	3.1756e+00
3.9627e+02	5.9033e+02	3.1712e+00
4.2202e+02	5.8922e+02	3.4133e+00
4.4913e+02	5.8860e+02	3.5640e+00
8.2113e+02	5.8911e+02	3.2937e+00
1.2244e+03	5.8959e+02	3.2502e+00
5.9541e+02	5.9048e+02	3.2016e+00
1.0225e+03	5.8985e+02	3.1742e+00
1.3474e+03	5.9033e+02	3.3175e+00
1.1941e+02	5.9206e+02	3.1234e+00
5.6817e+02	5.9137e+02	3.1997e+00
9.9500e+02	5.9141e+02	3.1113e+00
1.1701e+03	5.9243e+02	3.1498e+00
1.1973e+03	5.9147e+02	3.2846e+00
3.4314e+02	5.9283e+02	2.8688e+00
7.9280e+02	5.9169e+02	3.0890e+00
9.6727e+02	5.9222e+02	3.1931e+00
3.1787e+02	5.9327e+02	3.3863e+00
5.4236e+02	5.9357e+02	3.2659e+00
7.3967e+02	5.9339e+02	3.1389e+00
7.6734e+02	5.9318e+02	3.0262e+00
9.4168e+02	5.9472e+02	3.2695e+00
6.5767e+01	5.9575e+02	3.4621e+00
9.2356e+01	5.9449e+02	3.3694e+00
5.1514e+02	5.9554e+02	3.1650e+00
1.3202e+03	5.9467e+02	3.4109e+00
2.6420e+02	5.9663e+02	3.3098e+00
2.9070e+02	5.9555e+02	3.1704e+00
4.9045e+02	5.9656e+02	3.3021e+00
1.1436e+03	5.9631e+02	3.2731e+00
1.2896e+01	5.9605e+02	3.0279e+00
2.3798e+02	5.9820e+02	3.2366e+00
7.1438e+02	5.9720e+02	3.5248e+00
9.1559e+02	5.9685e+02	3.0770e+00
1.1165e+03	5.9723e+02	3.0983e+00
1.2930e+03	5.9687e+02	3.5088e+00
3.9839e+01	5.9826e+02	3.5345e+00
4.6300e+02	5.9848e+02	3.0866e+00
6.8634e+02	5.9820e+02	3.3615e+00
1.2665e+03	5.9846e+02	3.3116e+00
6.6009e+02	6.0020e+02	3.2497e+00
8.8833e+02	5.9918e+02	3.3492e+00
1.5874e+02	6.0260e+02	3.4043e+00
2.1182e+02	6.0055e+02	3.0879e+00
1.0628e+03	5.9992e+02	3.2747e+00
1.3619e+03	6.0279e+02	4.1226e+00
4.3566e+02	6.0103e+02	2.8403e+00
8.3447e+02	6.0196e+02	3.0621e+00
8.6179e+02	6.0109e+02	3.0990e+00
1.2390e+03	6.0125e+02	3.2168e+00
4.1009e+02	6.0274e+02	3.0939e+00
6.3334e+02	6.0209e+02	3.2618e+00
1.8664e+02	6.0280e+02	3.2875e+00
8.0672e+02	6.0315e+02	3.2164e+00
1.0101e+03	6.0325e+02	3.2580e+00
1.0363e+03	6.0332e+02	3.4125e+00
1.0915e+03	6.0132e+02	3.3310e+00
6.0835e+02	6.0380e+02	3.0648e+00
1.1858e+03	6.0661e+02	3.0937e+00
1.2127e+03	6.0438e+02	3.2546e+00
1.3239e+02	6.0582e+02	3.2501e+00
3.3127e+02	6.0635e+02	3.2361e+00
3.5688e+02	6.0519e+02	3.2453e+00
5.8209e+02	6.0483e+02	3.3261e+00
7.8086e+02	6.0492e+02	3.0514e+00
1.3345e+03	6.0624e+02	3.4355e+00
1.0634e+02	6.0578e+02	3.2055e+00
3.8494e+02	6.0519e+02	3.3458e+00
7.5577e+02	6.0647e+02	3.2229e+00
9.8267e+02	6.0569e+02	3.0310e+00
3.0511e+02	6.0783e+02	3.2087e+00
5.3036e+02	6.0748e+02	3.2657e+00
5.5669e+02	6.0632e+02	3.1146e+00
2.7857e+02	6.0888e+02	3.0462e+00
7.2936e+02	6.0962e+02	3.2480e+00
1.1591e+03	6.0836e+02	3.4634e+00
1.3076e+03	6.0914e+02	3.2167e+00
7.9646e+01	6.0921e+02	3.3939e+00
9.5718e+02	6.0853e+02	3.0162e+00
5.4358e+01	6.1088e+02	3.2749e+00
4.7706e+02	6.1124e+02	3.3190e+00
2.5133e+02	6.1180e+02	3.0309e+00
7.0143e+02	6.1164e+02	3.2355e+00
9.0334e+02	6.1088e+02	3.1925e+00
1.1325e+03	6.1117e+02	3.4029e+00
1.2800e+03	6.1184e+02	3.2144e+00
1.1047e+03	6.1294e+02	3.3499e+00
1.8496e+01	6.1510e+02	5.2161e+00
2.2602e+02	6.1350e+02	3.1180e+00
5.0344e+02	6.1067e+02	3.3669e+00
6.7477e+02	6.1353e+02	3.2197e+00
8.7407e+02	6.1394e+02	3.4340e+00
9.2995e+02	6.1172e+02	3.6411e+00
2.0036e+02	6.1525e+02	3.1888e+00
8.2349e+02	6.1488e+02	3.1806e+00
1.0516e+03	6.1485e+02	3.2071e+00
1.0781e+03	6.1417e+02	3.0735e+00
1.2533e+03	6.1374e+02	3.3815e+00
4.2437e+02	6.1507e+02	3.0408e+00
4.5049e+02	6.1415e+02	3.1917e+00
6.4840e+02	6.1579e+02	3.0420e+00
1.2262e+03	6.1633e+02	3.2760e+00
1.7346e+02	6.1639e+02	3.4014e+00
6.2263e+02	6.1677e+02	3.0917e+00
8.4539e+02	6.1580e+02	3.5693e+00
3.9797e+02	6.1706e+02	3.2219e+00
5.9723e+02	6.1731e+02	3.2305e+00
7.7061e+02	6.1853e+02	3.2981e+00
7.9577e+02	6.1762e+02	3.1546e+00
1.0247e+03	6.1816e+02	3.2563e+00
1.3494e+03	6.1824e+02	3.3072e+00
3.4604e+02	6.1897e+02	3.2482e+00
1.1994e+03	6.1850e+02	3.2444e+00
3.7197e+02	6.1943e+02	3.1657e+00
5.4403e+02	6.2042e+02	3.2703e+00
5.7022e+02	6.1934e+02	3.1714e+00
9.9641e+02	6.1797e+02	3.4027e+00
1.1724e+03	6.2148e+02	3.3715e+00
9.7025e+02	6.2067e+02	3.7411e+00
9.4382e+01	6.2189e+02	3.3006e+00
1.4693e+02	6.1892e+02	3.4980e+00
1.3218e+03	6.2146e+02	3.2178e+00
1.2186e+02	6.2185e+02	3.3543e+00
3.1821e+02	6.2161e+02	3.3528e+00
5.1753e+02	6.2255e+02	3.2351e+00
7.4450e+02	6.2175e+02	3.1154e+00
9.1628e+02	6.2348e+02	3.3223e+00
9.4330e+02	6.2201e+02	3.1804e+00
1.1459e+03	6.2271e+02	3.1314e+00
6.7076e+01	6.2444e+02	3.2948e+00
2.9302e+02	6.2332e+02	3.3007e+00
4.9233e+02	6.2405e+02	2.9695e+00
6.8762e+02	6.2461e+02	3.1195e+00
7.1655e+02	6.2352e+02	3.0720e+00
1.2938e+03	6.2492e+02	3.4135e+00
2.6613e+02	6.2438e+02	3.2141e+00
4.3927e+02	6.2812e+02	3.3518e+00
4.6454e+02	6.2574e+02	3.2200e+00
8.8955e+02	6.2567e+02	3.3411e+00
1.1187e+03	6.2661e+02	3.3095e+00
1.2680e+03	6.2575e+02	3.2996e+00
4.1075e+01	6.2610e+02	3.3242e+00
2.3847e+02	6.2589e+02	3.3906e+00
8.6245e+02	6.2767e+02	2.8037e+00
1.0928e+03	6.2632e+02	3.0829e+00
1.3629e+03	6.2483e+02	2.7700e+00
1.8704e+02	6.2923e+02	3.2073e+00
2.1350e+02	6.2795e+02	3.3106e+00
6.6291e+02	6.2821e+02	3.3348e+00
